waterpoint_id,district,source_type,power_source,management,age_years,depth_m,static_water_level_m,gw_trend_m_per_year,rainfall_mm_12mo,households_served,population_served,duty_cycle,water_tds_ppm,iron_ppm,chloride_ppm,distance_to_workshop_km,road_access_score,days_since_service,has_tariff,caretaker_trained,failures_past_24mo,mean_repair_delay_days,uptime_pct_12mo,handle_effort_index,season_month,failure_next_90d
WP-000131,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,7.3,88.1,50.9,0.93,188.0,61,292,1.0,1427.0,1.25,442.0,24.6,6.4,138,0,1,1,5.3,87.7,9.05,7,0
WP-000132,Jhunjhunu,submersible_borewell,grid_electric,village_water_committee,7.7,45.8,22.8,0.77,362.0,42,210,0.398,1453.0,0.53,566.0,6.5,6.6,14,0,1,2,0.5,82.8,8.54,9,0
WP-000133,Jaisalmer,submersible_borewell,grid_electric,village_water_committee,11.7,103.3,49.9,1.44,202.0,16,92,0.165,1544.0,2.31,495.0,7.8,6.5,123,1,1,1,0.5,90.3,7.21,10,0
WP-000134,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,2.8,59.1,27.5,0.68,329.0,38,242,1.43,1490.0,2.4,558.0,9.3,7.2,174,0,1,1,0.5,94.2,5.96,1,0
WP-000135,Bhilwara,handpump_india_mk2,handpump,unmanaged,9.8,57.1,18.3,0.95,518.0,32,200,0.959,1420.0,0.61,305.0,51.1,5.3,353,0,1,5,28.6,79.5,6.25,4,1
WP-000136,Jodhpur,handpump_india_mk2,handpump,village_water_committee,10.5,90.0,26.3,1.55,260.0,33,160,0.763,2396.0,2.68,986.0,15.2,6.8,324,1,1,2,0.5,88.8,8.2,6,0
WP-000137,Pali,spring_box,gravity,village_water_committee,21.8,2.0,1.0,0.84,284.0,45,237,1.647,1349.0,0.67,391.0,34.9,5.6,43,1,1,5,4.6,86.0,9.9,1,1
WP-000138,Barmer,handpump_india_mk2,handpump,unmanaged,6.8,98.4,78.7,1.71,268.0,87,403,2.682,2851.0,2.7,1092.0,13.4,8.5,169,0,0,5,7.6,75.6,10.0,9,1
WP-000139,Nagaur,handpump_india_mk2,handpump,gram_panchayat,9.7,59.3,27.3,0.9,430.0,44,288,1.312,1137.0,0.33,320.0,4.3,5.1,105,0,0,1,1.3,93.8,,11,0
WP-000140,Churu,handpump_mk3,handpump,village_water_committee,13.0,84.3,61.2,0.42,341.0,31,176,0.868,1750.0,0.91,495.0,14.3,3.0,189,1,1,4,5.0,85.9,9.26,3,0
WP-000141,Banswara,handpump_india_mk2,handpump,gram_panchayat,9.6,60.3,14.3,0.8,810.0,20,106,0.513,805.0,,271.0,7.1,2.7,313,0,1,2,0.5,87.2,5.02,9,0
WP-000142,Bikaner,handpump_india_mk2,handpump,gram_panchayat,1.3,77.8,42.2,1.1,213.0,27,145,0.486,1676.0,0.43,710.0,9.9,4.3,60,1,1,0,4.1,100.0,5.06,6,0
WP-000143,Jodhpur,handpump_india_mk2,handpump,unmanaged,1.5,70.9,30.3,1.32,187.0,34,179,0.686,1147.0,1.3,216.0,27.7,5.4,553,0,0,1,13.5,94.5,,3,0
WP-000144,Nagaur,submersible_borewell,solar_pv,village_water_committee,6.3,80.4,38.5,0.61,362.0,23,115,0.142,1890.0,,778.0,5.3,6.3,156,1,1,0,0.5,92.9,5.91,10,0
WP-000145,Banswara,submersible_borewell,solar_pv,private_operator,7.3,61.7,29.4,0.35,333.0,47,244,0.435,1424.0,0.68,609.0,17.5,6.9,109,1,0,0,0.5,100.0,5.06,3,0
WP-000146,Udaipur,submersible_borewell,solar_pv,village_water_committee,9.0,46.3,15.6,1.02,796.0,85,425,0.637,1134.0,0.49,265.0,20.3,3.0,120,0,0,2,7.2,84.5,6.57,7,0
WP-000147,Barmer,piped_standpost,solar_pv,private_operator,2.6,96.9,35.9,1.28,450.0,11,63,0.093,2086.0,0.74,569.0,33.4,3.4,131,1,0,0,13.2,94.8,5.69,10,0
WP-000148,Bikaner,handpump_india_mk2,handpump,unmanaged,10.8,70.0,21.7,1.64,430.0,20,91,0.46,1409.0,0.93,418.0,39.4,6.1,61,0,0,1,4.2,93.8,4.97,8,0
WP-000149,Bhilwara,piped_standpost,grid_electric,unmanaged,2.6,68.4,24.8,0.49,168.0,83,464,0.596,770.0,0.64,181.0,10.3,5.1,89,0,1,2,0.5,90.0,5.98,11,0
WP-000150,Barmer,submersible_borewell,grid_electric,unmanaged,9.5,64.0,44.1,1.99,179.0,30,124,0.19,2116.0,0.62,466.0,29.0,3.6,262,0,1,2,10.7,93.7,4.82,8,0
WP-000151,Udaipur,piped_standpost,grid_electric,private_operator,3.3,60.4,24.2,1.34,534.0,59,345,0.646,1109.0,0.19,460.0,30.2,8.2,118,0,0,1,1.8,100.0,4.99,5,0
WP-000152,Jodhpur,submersible_borewell,grid_electric,village_water_committee,10.4,98.5,77.3,1.3,315.0,15,69,0.113,2142.0,0.08,547.0,56.2,2.2,528,1,1,1,19.8,95.3,6.64,9,0
WP-000153,Banswara,handpump_mk3,handpump,village_water_committee,13.1,49.8,14.7,0.57,650.0,37,185,1.006,1118.0,0.38,284.0,23.3,6.9,265,0,0,6,8.2,71.6,7.99,12,1
WP-000154,Jodhpur,handpump_india_mk2,handpump,gram_panchayat,4.0,93.3,69.7,1.19,442.0,24,124,0.349,889.0,0.42,297.0,20.4,2.7,126,0,0,1,14.3,95.8,7.13,7,0
WP-000155,Churu,handpump_mk3,handpump,gram_panchayat,9.4,87.2,60.5,1.38,525.0,28,142,0.678,1449.0,0.54,620.0,21.6,3.2,153,0,0,2,9.9,90.4,9.64,12,0
WP-000156,Pali,handpump_india_mk2,handpump,village_water_committee,8.1,51.9,32.2,0.95,486.0,23,164,0.757,1830.0,5.14,497.0,3.3,4.8,65,1,1,2,0.5,85.0,7.9,3,0
WP-000157,Jaisalmer,handpump_mk3,handpump,private_operator,3.9,77.1,53.4,1.11,192.0,78,375,1.879,1602.0,3.0,425.0,15.8,6.7,310,1,0,3,0.5,90.6,10.0,4,0
WP-000158,Jhunjhunu,handpump_india_mk2,handpump,private_operator,2.5,67.0,17.4,0.5,393.0,21,110,0.358,1401.0,1.24,442.0,44.9,3.7,201,1,1,0,12.7,92.6,7.46,9,0
WP-000159,Jhunjhunu,handpump_india_mk2,handpump,unmanaged,10.9,70.4,43.1,0.11,493.0,57,257,1.027,1021.0,0.78,377.0,17.6,,372,0,0,2,2.9,95.5,7.63,12,0
WP-000160,Bhilwara,spring_box,gravity,gram_panchayat,19.9,8.8,2.8,0.61,313.0,29,193,0.838,1583.0,0.17,613.0,53.5,6.1,223,0,1,3,20.1,82.5,5.57,4,1
WP-000161,Banswara,submersible_borewell,grid_electric,private_operator,5.9,33.0,10.6,-0.18,541.0,86,453,0.646,897.0,0.81,166.0,10.5,8.4,154,0,0,1,1.0,100.0,5.35,6,0
WP-000162,Pali,submersible_borewell,solar_pv,private_operator,1.3,28.3,10.1,0.82,601.0,42,189,0.43,1462.0,,268.0,35.4,5.0,168,1,0,1,4.0,90.3,5.89,7,0
WP-000163,Nagaur,handpump_mk3,handpump,unmanaged,0.8,108.3,52.6,1.52,414.0,12,77,0.327,1635.0,1.41,392.0,18.7,6.4,1202,0,0,2,1.8,89.0,6.1,12,0
WP-000164,Nagaur,submersible_borewell,grid_electric,private_operator,7.6,108.8,41.0,0.97,466.0,31,181,0.224,1699.0,1.23,357.0,7.0,8.2,52,1,1,1,0.5,87.0,6.51,8,0
WP-000165,Churu,piped_standpost,grid_electric,village_water_committee,2.0,69.7,49.5,0.7,352.0,25,134,0.15,1260.0,0.17,497.0,13.4,7.3,163,1,1,1,0.5,91.7,7.61,2,0
WP-000166,Bhilwara,submersible_borewell,grid_electric,village_water_committee,1.6,41.1,21.7,0.53,598.0,42,226,0.293,1594.0,2.41,593.0,35.2,,185,1,0,1,2.1,94.1,6.15,4,0
WP-000167,Jodhpur,submersible_borewell,grid_electric,unmanaged,3.8,107.7,65.5,0.76,372.0,31,168,0.253,1815.0,2.29,678.0,6.2,6.6,539,0,0,1,0.5,87.2,6.09,2,0
WP-000168,Bikaner,handpump_mk3,handpump,private_operator,10.7,56.3,38.7,1.71,501.0,11,67,0.349,1903.0,0.64,716.0,21.6,,287,1,1,4,0.5,80.8,4.2,10,0
WP-000169,Nagaur,handpump_mk3,handpump,private_operator,10.1,97.9,42.0,0.77,273.0,23,144,0.727,1798.0,1.26,553.0,6.9,4.4,23,1,0,2,0.5,96.8,8.38,8,0
WP-000170,Barmer,submersible_borewell,solar_pv,private_operator,11.1,103.3,61.9,0.57,138.0,21,76,0.139,1849.0,1.61,386.0,10.8,5.1,89,1,0,3,0.5,82.1,10.0,3,0
WP-000171,Jaisalmer,spring_box,gravity,private_operator,4.9,8.9,5.9,2.1,60.0,28,138,1.004,2080.0,1.18,629.0,34.1,6.0,108,1,1,3,3.2,88.3,4.69,3,0
WP-000172,Jaisalmer,handpump_mk3,handpump,private_operator,5.2,118.3,73.1,1.17,207.0,34,184,0.968,1703.0,1.52,423.0,32.9,6.5,58,1,0,3,0.5,74.9,10.0,10,0
WP-000173,Bhilwara,handpump_mk3,handpump,unmanaged,13.6,53.5,25.8,0.41,588.0,44,213,1.158,1697.0,,316.0,9.2,7.5,516,0,1,6,0.5,78.6,8.3,7,0
WP-000174,Ajmer,handpump_mk3,handpump,unmanaged,5.7,80.4,21.3,0.76,608.0,40,191,1.368,336.0,0.33,114.0,41.2,4.3,98,0,0,3,23.4,88.2,6.62,2,0
WP-000175,Ajmer,handpump_mk3,handpump,gram_panchayat,2.4,63.0,27.8,0.67,451.0,6,34,0.173,1410.0,0.95,273.0,18.9,5.7,91,0,0,0,0.5,90.3,5.75,4,0
WP-000176,Churu,spring_box,gravity,village_water_committee,4.0,2.3,1.3,1.18,492.0,39,252,1.495,1461.0,1.56,425.0,25.1,5.3,138,1,1,2,2.0,96.6,6.8,5,0
WP-000177,Ajmer,submersible_borewell,solar_pv,village_water_committee,11.3,99.7,28.5,0.7,485.0,66,356,0.562,2060.0,0.88,720.0,12.9,6.7,24,1,1,0,0.7,89.5,7.14,10,0
WP-000178,Jaisalmer,handpump_mk3,handpump,gram_panchayat,9.3,84.7,34.1,0.5,60.0,31,159,0.657,1906.0,,587.0,15.5,7.0,97,1,1,2,0.5,82.3,7.8,3,0
WP-000179,Udaipur,handpump_mk3,handpump,unmanaged,6.3,48.5,21.3,0.5,657.0,19,86,0.317,1297.0,0.3,450.0,32.3,5.1,449,0,0,2,12.1,96.1,4.73,10,0
WP-000180,Jhunjhunu,handpump_mk3,handpump,unmanaged,1.9,85.8,28.5,1.15,322.0,16,103,0.314,756.0,3.7,317.0,28.6,5.7,229,0,1,1,6.4,91.1,6.1,7,0
WP-000181,Banswara,handpump_india_mk2,handpump,gram_panchayat,9.2,72.3,29.3,0.33,506.0,49,277,2.003,589.0,0.09,164.0,26.3,3.6,182,1,0,5,4.3,86.7,7.19,5,0
WP-000182,Jaisalmer,submersible_borewell,grid_electric,village_water_committee,5.5,74.9,31.8,1.48,381.0,35,195,0.257,1889.0,0.55,608.0,18.4,6.6,79,1,1,3,0.5,92.1,6.04,1,1
WP-000183,Churu,piped_standpost,grid_electric,gram_panchayat,2.4,106.3,38.6,1.34,485.0,20,111,0.207,1930.0,,397.0,21.4,3.2,110,0,0,0,2.5,94.6,,7,0
WP-000184,Ajmer,submersible_borewell,solar_pv,unmanaged,11.1,66.9,39.6,1.16,501.0,31,189,0.305,1159.0,1.14,334.0,19.4,4.6,152,0,0,1,1.0,91.1,6.2,2,0
WP-000185,Churu,handpump_india_mk2,handpump,gram_panchayat,5.7,81.8,56.2,0.67,218.0,22,113,0.508,2095.0,1.31,776.0,5.8,5.2,89,0,1,1,1.1,87.0,6.2,12,0
WP-000186,Churu,submersible_borewell,grid_electric,village_water_committee,7.4,80.6,35.6,0.7,173.0,21,122,0.206,1655.0,0.5,492.0,4.1,6.0,136,1,0,2,0.5,87.4,6.6,6,0
WP-000187,Jaisalmer,submersible_borewell,grid_electric,gram_panchayat,15.0,95.7,46.2,1.24,274.0,29,150,0.244,2764.0,1.65,1025.0,17.7,3.7,210,0,0,2,0.5,83.6,5.09,4,0
WP-000188,Nagaur,handpump_india_mk2,handpump,gram_panchayat,8.7,56.6,27.0,0.38,363.0,32,157,0.407,1400.0,1.24,566.0,17.0,6.3,516,1,1,4,0.5,84.5,7.08,6,1
WP-000189,Bikaner,submersible_borewell,solar_pv,gram_panchayat,10.6,96.7,38.2,0.77,214.0,18,85,0.141,2249.0,1.83,799.0,6.8,5.1,273,0,0,3,0.5,,6.46,7,0
WP-000190,Jodhpur,submersible_borewell,solar_pv,unmanaged,7.0,87.7,49.0,1.14,373.0,22,103,0.188,1819.0,1.99,348.0,13.7,8.6,252,1,1,0,0.5,98.8,7.37,11,0
WP-000191,Ajmer,piped_standpost,solar_pv,unmanaged,11.9,61.1,41.0,0.05,464.0,82,346,0.628,1336.0,0.37,355.0,39.0,5.0,327,0,0,7,6.9,76.0,6.18,4,0
WP-000192,Pali,handpump_india_mk2,handpump,village_water_committee,2.9,77.3,47.5,0.26,320.0,16,104,0.379,1213.0,0.82,410.0,29.0,6.1,84,1,1,1,0.5,91.7,7.21,1,0
WP-000193,Pali,handpump_india_mk2,handpump,village_water_committee,1.9,70.7,27.2,1.04,251.0,32,197,1.025,1550.0,0.11,566.0,10.8,6.3,114,1,1,0,0.5,99.3,,1,0
WP-000194,Nagaur,handpump_mk3,handpump,gram_panchayat,2.6,80.3,35.8,0.44,322.0,41,212,0.776,1244.0,1.77,475.0,4.5,7.0,298,1,0,0,4.1,93.7,5.62,5,0
WP-000195,Banswara,handpump_india_mk2,handpump,village_water_committee,5.2,59.2,16.7,1.43,517.0,19,102,0.166,936.0,0.14,277.0,24.1,8.1,130,1,0,1,0.5,96.9,6.05,7,0
WP-000196,Jaisalmer,handpump_mk3,handpump,gram_panchayat,10.6,92.4,64.2,0.88,166.0,20,109,0.303,1391.0,0.17,435.0,20.7,5.8,19,0,0,0,0.5,99.0,7.86,9,0
WP-000197,Nagaur,piped_standpost,solar_pv,village_water_committee,4.7,69.1,30.4,0.62,317.0,18,104,0.103,1915.0,0.95,348.0,24.7,6.0,160,1,1,1,9.4,85.3,3.98,8,0
WP-000198,Jaisalmer,handpump_india_mk2,handpump,village_water_committee,10.4,108.1,85.8,0.75,211.0,15,91,0.563,1758.0,4.7,406.0,13.4,3.5,53,0,0,2,6.0,,10.0,12,1
WP-000199,Nagaur,handpump_mk3,handpump,unmanaged,7.6,64.3,40.7,0.98,258.0,69,401,1.88,1932.0,1.36,418.0,1.5,7.7,278,0,0,5,0.5,75.8,9.71,7,1
WP-000200,Banswara,spring_box,gravity,village_water_committee,22.1,5.7,2.0,0.44,645.0,21,97,0.353,1265.0,0.71,473.0,12.3,6.7,72,0,0,4,0.5,77.7,,6,0
WP-000201,Nagaur,submersible_borewell,solar_pv,unmanaged,7.8,76.0,35.2,1.12,285.0,28,144,0.269,1967.0,1.6,857.0,15.9,6.4,339,0,0,2,0.7,89.7,7.91,5,0
WP-000202,Udaipur,handpump_mk3,handpump,village_water_committee,4.4,69.4,18.4,0.47,582.0,16,81,0.445,773.0,0.76,155.0,7.4,5.4,193,0,0,0,0.5,94.1,4.75,1,0
WP-000203,Churu,submersible_borewell,solar_pv,village_water_committee,9.7,106.2,54.5,1.33,201.0,36,106,0.191,2178.0,0.85,597.0,3.8,6.8,123,1,1,1,0.5,96.0,3.72,8,0
WP-000204,Ajmer,handpump_india_mk2,handpump,village_water_committee,7.3,66.1,43.2,0.67,381.0,19,104,0.481,1517.0,0.57,591.0,19.0,6.2,131,0,0,0,0.5,89.6,7.91,3,0
WP-000205,Churu,handpump_india_mk2,handpump,village_water_committee,2.9,97.2,58.3,0.89,383.0,45,162,0.801,1150.0,0.36,227.0,5.9,3.0,54,0,0,0,0.5,98.2,7.62,1,0
WP-000206,Jodhpur,submersible_borewell,solar_pv,gram_panchayat,6.2,94.5,49.6,1.11,129.0,16,103,0.13,1581.0,1.47,389.0,7.7,6.2,172,0,0,0,0.5,95.5,7.56,3,0
WP-000207,Bhilwara,handpump_mk3,handpump,unmanaged,6.1,67.0,27.4,0.03,635.0,77,336,1.707,1268.0,1.0,297.0,15.1,7.2,271,1,1,2,0.5,88.6,9.29,2,0
WP-000208,Banswara,handpump_india_mk2,handpump,unmanaged,6.4,62.1,27.6,0.13,637.0,19,101,0.472,1035.0,0.49,346.0,15.7,8.4,1015,0,0,5,0.5,83.2,6.79,7,1
WP-000209,Jodhpur,handpump_india_mk2,handpump,village_water_committee,3.1,79.9,59.4,1.61,309.0,34,214,0.554,2440.0,0.26,865.0,26.5,5.9,6,1,0,1,10.2,91.6,7.61,2,0
WP-000210,Bhilwara,piped_standpost,solar_pv,village_water_committee,20.1,90.4,36.5,0.09,536.0,35,165,0.224,885.0,0.9,319.0,8.6,7.0,139,0,0,3,3.8,79.6,7.3,2,0
WP-000211,Jodhpur,handpump_india_mk2,handpump,village_water_committee,2.0,85.7,50.8,1.33,147.0,49,273,1.242,1605.0,0.58,364.0,23.8,5.1,109,1,0,3,10.4,79.1,10.0,1,0
WP-000212,Ajmer,piped_standpost,grid_electric,private_operator,15.1,55.3,37.4,-0.07,492.0,11,51,0.052,1133.0,0.34,299.0,22.1,6.7,4,1,1,0,0.5,95.4,5.57,9,0
WP-000213,Bhilwara,handpump_mk3,handpump,village_water_committee,6.8,57.2,28.0,0.15,248.0,16,83,0.351,1097.0,0.24,333.0,21.9,6.9,25,1,1,0,2.3,91.5,5.81,6,0
WP-000214,Churu,submersible_borewell,grid_electric,village_water_committee,3.5,97.4,61.1,0.75,434.0,22,107,0.136,2319.0,1.32,696.0,49.1,5.2,159,1,0,0,16.9,94.5,9.67,1,0
WP-000215,Ajmer,handpump_india_mk2,handpump,unmanaged,18.2,52.3,33.0,0.89,326.0,57,331,0.921,1316.0,0.29,315.0,8.6,8.7,94,0,1,3,0.5,81.8,7.91,4,1
WP-000216,Jodhpur,handpump_india_mk2,handpump,unmanaged,0.5,114.7,58.6,0.98,409.0,25,140,0.801,1947.0,,600.0,13.7,5.5,204,0,1,0,2.9,93.9,6.4,3,0
WP-000217,Barmer,submersible_borewell,grid_electric,gram_panchayat,3.5,114.0,37.3,1.31,107.0,81,463,0.796,2090.0,1.45,418.0,25.3,6.4,120,0,0,1,1.1,90.2,6.88,8,0
WP-000218,Jaisalmer,submersible_borewell,grid_electric,village_water_committee,5.9,76.3,41.7,1.04,216.0,101,548,0.763,2028.0,0.22,774.0,29.8,5.6,107,1,0,2,1.4,88.3,5.64,1,0
WP-000219,Churu,handpump_india_mk2,handpump,gram_panchayat,3.9,95.6,32.5,0.95,324.0,27,132,0.729,2003.0,1.23,473.0,7.5,7.0,143,1,1,1,0.5,85.8,6.9,8,0
WP-000220,Udaipur,handpump_mk3,handpump,village_water_committee,6.4,39.9,22.6,0.56,546.0,106,612,3.2,1270.0,0.29,340.0,38.3,,79,1,1,1,5.2,89.3,10.0,10,0
WP-000221,Jaisalmer,handpump_mk3,handpump,gram_panchayat,10.0,82.7,61.8,1.54,286.0,22,123,0.426,1969.0,0.46,410.0,35.0,4.5,163,0,0,2,12.4,87.7,7.37,9,0
WP-000222,Churu,handpump_india_mk2,handpump,private_operator,2.5,75.7,50.2,1.6,176.0,33,148,0.867,1494.0,1.16,360.0,33.1,4.0,42,1,1,2,12.0,94.3,8.63,4,0
WP-000223,Ajmer,submersible_borewell,solar_pv,village_water_committee,8.1,55.1,23.3,0.38,205.0,35,208,0.393,1329.0,1.07,355.0,12.4,10.0,80,1,1,1,6.2,96.0,,11,0
WP-000224,Bikaner,handpump_india_mk2,handpump,unmanaged,10.7,101.8,70.7,1.07,164.0,67,394,2.102,1975.0,0.49,857.0,7.4,6.1,117,0,0,4,1.9,78.3,10.0,3,1
WP-000225,Ajmer,submersible_borewell,solar_pv,gram_panchayat,2.7,71.1,35.2,0.61,583.0,55,333,0.697,1043.0,0.83,299.0,13.6,4.0,144,0,1,2,5.0,82.5,7.99,2,0
WP-000226,Jodhpur,handpump_india_mk2,handpump,private_operator,7.6,91.2,30.1,1.13,254.0,27,153,1.054,1685.0,1.11,361.0,2.5,4.0,78,1,1,3,0.5,89.0,5.27,12,0
WP-000227,Bhilwara,handpump_mk3,handpump,village_water_committee,6.1,64.1,19.1,1.18,386.0,19,90,0.482,1056.0,0.12,203.0,9.6,6.2,208,1,1,1,0.5,100.0,4.34,9,0
WP-000228,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,3.2,64.4,41.1,0.87,633.0,36,195,1.035,1279.0,0.88,371.0,6.5,6.7,357,0,0,2,0.5,84.8,7.36,5,0
WP-000229,Jhunjhunu,handpump_mk3,handpump,village_water_committee,3.4,64.5,42.7,0.65,261.0,42,186,0.795,1443.0,2.28,591.0,1.6,5.6,18,0,0,0,0.5,98.6,5.1,9,0
WP-000230,Bikaner,handpump_mk3,handpump,private_operator,3.5,107.9,68.6,1.48,377.0,62,361,1.458,2261.0,1.1,792.0,2.1,8.4,50,1,1,2,0.5,87.6,10.0,6,0
WP-000231,Churu,piped_standpost,solar_pv,village_water_committee,4.8,77.7,31.0,0.93,180.0,78,490,0.928,1715.0,0.97,733.0,13.5,4.3,80,1,1,2,0.5,90.7,7.31,12,0
WP-000232,Udaipur,handpump_mk3,handpump,village_water_committee,4.9,77.7,44.6,0.51,402.0,24,164,0.642,1360.0,0.23,431.0,10.1,8.1,6,1,1,0,0.5,92.5,7.46,12,0
WP-000233,Barmer,piped_standpost,grid_electric,private_operator,15.5,82.9,64.4,1.38,345.0,20,102,0.21,2150.0,0.84,912.0,3.2,8.1,34,1,0,1,0.5,89.6,7.67,2,0
WP-000234,Bhilwara,handpump_india_mk2,handpump,private_operator,8.5,64.8,34.9,0.25,552.0,38,157,0.631,1748.0,0.57,334.0,15.9,9.1,143,0,0,1,0.5,97.3,,5,0
WP-000235,Churu,handpump_mk3,handpump,gram_panchayat,8.6,88.2,58.5,0.54,205.0,12,58,0.383,1408.0,3.75,564.0,7.6,6.8,569,1,1,2,0.5,90.0,7.37,4,0
WP-000236,Ajmer,handpump_india_mk2,handpump,gram_panchayat,7.4,85.9,24.6,0.41,177.0,75,363,1.906,1163.0,0.07,489.0,30.2,3.2,194,0,0,0,11.0,96.3,9.91,4,0
WP-000237,Pali,handpump_mk3,handpump,gram_panchayat,7.8,89.5,54.7,0.77,370.0,17,84,0.38,1675.0,0.39,725.0,4.7,6.5,128,0,0,0,6.6,100.0,7.07,12,0
WP-000238,Churu,submersible_borewell,solar_pv,gram_panchayat,9.0,88.2,63.6,1.37,291.0,30,198,0.231,1902.0,0.57,756.0,14.8,5.7,184,1,0,2,0.5,94.0,9.54,2,1
WP-000239,Jodhpur,piped_standpost,grid_electric,gram_panchayat,2.8,85.6,53.6,0.81,555.0,12,66,0.075,1941.0,1.17,393.0,7.1,6.2,232,0,1,0,0.5,99.2,6.95,12,0
WP-000240,Pali,submersible_borewell,grid_electric,village_water_committee,6.3,59.4,41.3,0.69,227.0,18,114,0.204,1426.0,0.7,397.0,17.6,,457,1,1,3,0.5,85.1,5.75,1,0
WP-000241,Jaisalmer,submersible_borewell,grid_electric,gram_panchayat,3.5,92.9,32.6,1.29,178.0,42,253,0.527,2710.0,0.41,622.0,19.6,6.5,359,1,1,2,0.5,92.2,7.62,6,0
WP-000242,Pali,handpump_india_mk2,handpump,village_water_committee,12.4,110.2,36.1,0.55,374.0,15,89,0.276,1745.0,1.69,374.0,20.4,5.5,33,1,0,2,0.5,91.7,6.5,5,0
WP-000243,Jaisalmer,handpump_india_mk2,handpump,gram_panchayat,4.5,80.7,69.2,1.07,201.0,22,127,0.698,2204.0,0.46,956.0,23.5,6.2,83,0,0,2,8.6,,8.69,5,1
WP-000244,Pali,piped_standpost,solar_pv,gram_panchayat,9.1,65.0,43.5,0.85,307.0,81,410,0.724,943.0,0.51,411.0,17.8,5.7,334,0,0,3,2.2,82.9,7.54,8,0
WP-000245,Pali,handpump_india_mk2,handpump,village_water_committee,10.2,51.8,19.5,1.06,322.0,38,219,1.31,1177.0,0.84,317.0,2.3,4.0,55,1,1,1,0.5,98.9,9.01,6,0
WP-000246,Jaisalmer,handpump_india_mk2,handpump,private_operator,8.1,84.0,69.3,1.55,188.0,22,151,0.819,1271.0,5.07,263.0,21.0,4.8,225,1,0,0,1.4,92.7,10.0,8,0
WP-000247,Bhilwara,spring_box,gravity,private_operator,7.6,2.8,1.0,0.65,508.0,12,65,0.448,918.0,1.87,328.0,24.3,6.6,47,1,1,1,0.5,87.8,6.38,3,0
WP-000248,Nagaur,spring_box,gravity,gram_panchayat,6.8,6.5,3.2,0.89,443.0,61,345,2.176,1965.0,0.72,826.0,23.1,3.3,416,0,1,5,5.9,84.1,6.88,4,0
WP-000249,Bhilwara,submersible_borewell,grid_electric,unmanaged,10.5,69.3,21.9,0.63,508.0,81,386,0.669,863.0,1.72,262.0,8.6,6.4,115,0,1,3,0.5,88.5,,11,0
WP-000250,Barmer,handpump_mk3,handpump,village_water_committee,3.7,104.8,84.3,1.25,161.0,7,36,0.157,1942.0,1.46,634.0,38.6,4.6,12,1,1,0,11.9,93.1,7.78,7,0
WP-000251,Bikaner,piped_standpost,solar_pv,village_water_committee,8.5,95.8,79.1,1.63,401.0,11,56,0.076,1517.0,1.41,557.0,32.6,5.5,302,1,1,3,0.5,92.7,8.1,12,0
WP-000252,Churu,handpump_india_mk2,handpump,village_water_committee,1.5,66.9,22.0,1.76,353.0,48,316,1.404,1742.0,0.77,717.0,40.3,5.9,302,1,1,2,5.1,87.9,3.45,12,0
WP-000253,Bikaner,handpump_mk3,handpump,gram_panchayat,4.4,63.3,48.4,1.76,293.0,18,95,0.368,1519.0,0.68,479.0,9.5,8.4,149,1,1,1,0.5,84.8,5.77,4,1
WP-000254,Jodhpur,handpump_mk3,handpump,village_water_committee,4.8,51.7,16.0,1.4,199.0,51,284,1.177,1785.0,,560.0,2.1,5.8,43,1,0,3,1.7,89.2,6.35,1,0
WP-000255,Pali,piped_standpost,grid_electric,unmanaged,2.2,54.5,38.0,0.52,542.0,20,130,0.249,1050.0,0.58,316.0,8.1,6.5,299,0,1,1,3.4,96.4,4.18,1,0
WP-000256,Jaisalmer,piped_standpost,solar_pv,village_water_committee,7.6,79.6,65.2,1.3,219.0,66,390,0.495,1700.0,1.97,475.0,36.9,4.5,137,1,1,0,6.3,98.7,,1,0
WP-000257,Ajmer,submersible_borewell,solar_pv,gram_panchayat,3.9,59.7,35.5,0.63,559.0,12,66,0.103,759.0,0.87,217.0,9.9,7.1,86,1,0,0,0.5,100.0,4.62,11,0
WP-000258,Jaisalmer,handpump_india_mk2,handpump,gram_panchayat,14.0,100.2,31.6,1.18,159.0,24,134,0.425,1438.0,0.75,430.0,24.4,8.0,275,0,0,3,0.5,85.2,,8,0
WP-000259,Bikaner,handpump_mk3,handpump,village_water_committee,5.7,84.0,36.3,1.73,159.0,24,132,0.571,1727.0,0.7,350.0,38.0,5.7,58,1,1,0,6.8,93.9,4.46,3,0
WP-000260,Pali,handpump_india_mk2,handpump,private_operator,10.0,99.3,50.3,1.32,190.0,43,265,1.567,1226.0,0.49,380.0,25.2,6.0,63,1,1,2,0.5,87.8,9.61,5,0
WP-000261,Bhilwara,piped_standpost,grid_electric,gram_panchayat,12.6,101.0,43.0,1.0,481.0,28,143,0.229,777.0,0.86,330.0,11.5,4.8,107,0,0,2,1.9,91.1,9.9,4,0
WP-000262,Bikaner,handpump_india_mk2,handpump,private_operator,9.2,88.5,46.5,2.02,127.0,24,126,0.441,1565.0,1.22,383.0,17.6,,42,1,1,0,0.5,100.0,6.93,10,0
